name,party,bill
"Merkley, Jeff",D,115s1945
"Cortez Masto, Catherine",D,115s1945
"Klobuchar, Amy",D,115s1945
"Duckworth, Tammy",D,115s1945
"Menendez, Robert",D,115s1946
"Brown, Sherrod",D,115s1947
"Collins, Susan M.",R,115s1947
"Smith, Tina",D,115s1947
"McCaskill, Claire",D,115s1948
"Murray, Patty",D,115s1949
"Flake, Jeff",R,115s195
"Blumenthal, Richard",D,115s1950
"Booker, Cory A.",D,115s1950
"Coons, Christopher A.",D,115s1951
"Tester, Jon",D,115s1952
"McCain, John",R,115s1952
"Manchin, Joe, III",D,115s1952
"Kaine, Tim",D,115s1952
"Hoeven, John",R,115s1953
"McCain, John",R,115s1953
"Barrasso, John",R,115s1953
"Murkowski, Lisa",R,115s1953
"Daines, Steve",R,115s1953
"Perdue, David",R,115s1954
"Boozman, John",R,115s1954
"Leahy, Patrick J.",D,115s1954
"Rubio, Marco",R,115s1955
"Peters, Gary C.",D,115s1955
"Murkowski, Lisa",R,115s1956
"Nelson, Bill",D,115s1957
"Booker, Cory A.",D,115s1958
"Crapo, Mike",R,115s1958
"Tester, Jon",D,115s1958
"Scott, Tim",R,115s1958
"Warner, Mark R.",D,115s1958
"Harris, Kamala D.",D,115s1959
"Feinstein, Dianne",D,115s1959
"Cassidy, Bill",R,115s196
"Schatz, Brian",D,115s196
"Rubio, Marco",R,115s196
"Durbin, Richard J.",D,115s196
"Nelson, Bill",D,115s196
"Coons, Christopher A.",D,115s196
"King, Angus S., Jr.",I,115s196
"McCaskill, Claire",D,115s1960
"Manchin, Joe, III",D,115s1960
"Hassan, Margaret Wood",D,115s1960
"Klobuchar, Amy",D,115s1960
"Gillibrand, Kirsten E.",D,115s1960
"Baldwin, Tammy",D,115s1960
"Shaheen, Jeanne",D,115s1960
"Casey, Robert P., Jr.",D,115s1960
"Durbin, Richard J.",D,115s1960
"Markey, Edward J.",D,115s1960
"Risch, James E.",R,115s1961
"Shaheen, Jeanne",D,115s1961
"Duckworth, Tammy",D,115s1961
"Rounds, Mike",R,115s1962
"Blunt, Roy",R,115s1962
"Enzi, Michael B.",R,115s1962
"Manchin, Joe, III",D,115s1963
"Hatch, Orrin G.",R,115s1964
"Wyden, Ron",D,115s1964
"Sullivan, Dan",R,115s1965
"Murkowski, Lisa",R,115s1965
"Stabenow, Debbie",D,115s1966
"Ernst, Joni",R,115s1966
"Cotton, Tom",R,115s1967
"Toomey, Pat",R,115s1967
"Isakson, Johnny",R,115s1967
"Boozman, John",R,115s1967
"Blunt, Roy",R,115s1967
"Cochran, Thad",R,115s1967
"Cortez Masto, Catherine",D,115s1968
"Capito, Shelley Moore",R,115s1968
"Booker, Cory A.",D,115s1969
"Crapo, Mike",R,115s197
"Udall, Tom",D,115s197
"Risch, James E.",R,115s197
"Heinrich, Martin",D,115s197
"Bennet, Michael F.",D,115s197
"Booker, Cory A.",D,115s197
"Bennet, Michael F.",D,115s1970
"Kaine, Tim",D,115s1970
"Feinstein, Dianne",D,115s1970
"Cardin, Benjamin L.",D,115s1970
"Leahy, Patrick J.",D,115s1970
"Cortez Masto, Catherine",D,115s1970
"Harris, Kamala D.",D,115s1970
"Klobuchar, Amy",D,115s1970
"Booker, Cory A.",D,115s1970
"Peters, Gary C.",D,115s1970
"Stabenow, Debbie",D,115s1970
"Duckworth, Tammy",D,115s1971
"Perdue, David",R,115s1971
"Thune, John",R,115s1972
"Klobuchar, Amy",D,115s1972
"Paul, Rand",R,115s1973
"Flake, Jeff",R,115s1974
"Kaine, Tim",D,115s1975
"Warner, Mark R.",D,115s1975
"Scott, Tim",R,115s1976
"Carper, Thomas R.",D,115s1976
"Cassidy, Bill",R,115s1976
"Warner, Mark R.",D,115s1976
"Heitkamp, Heidi",D,115s1976
"Brown, Sherrod",D,115s1977
"Portman, Rob",R,115s1977
"Nelson, Bill",D,115s1977
"Capito, Shelley Moore",R,115s1977
"Isakson, Johnny",R,115s1977
"McCaskill, Claire",D,115s1977
"Heitkamp, Heidi",D,115s1978
"Shaheen, Jeanne",D,115s1978
"Donnelly, Joe",D,115s1978
"Nelson, Bill",D,115s1978
"Tester, Jon",D,115s1978
"Murphy, Christopher",D,115s1979
"Feinstein, Dianne",D,115s1979
"Leahy, Patrick J.",D,115s1979
"Murray, Patty",D,115s1979
"Blumenthal, Richard",D,115s1979
"Gillibrand, Kirsten E.",D,115s1979
"Merkley, Jeff",D,115s1979
"Franken, Al",D,115s1979
"Baldwin, Tammy",D,115s1979
"Schatz, Brian",D,115s1979
"Booker, Cory A.",D,115s1979
"Markey, Edward J.",D,115s1979
"Van Hollen, Chris",D,115s1979
"Harris, Kamala D.",D,115s1979
"Schumer, Charles E.",D,115s1979
"Warren, Elizabeth",D,115s1979
"Duckworth, Tammy",D,115s1979
"Whitehouse, Sheldon",D,115s1979
"Reed, Jack",D,115s1979
"Menendez, Robert",D,115s1979
"Sanders, Bernard",I,115s1979
"Carper, Thomas R.",D,115s1979
"Shaheen, Jeanne",D,115s1979
"Coons, Christopher A.",D,115s1979
"Klobuchar, Amy",D,115s1979
"Hirono, Mazie K.",D,115s1979
"Hassan, Margaret Wood",D,115s1979
"Cardin, Benjamin L.",D,115s1979
"Bennet, Michael F.",D,115s1979
"Brown, Sherrod",D,115s1979
"Durbin, Richard J.",D,115s1979
"Wyden, Ron",D,115s1979
"Udall, Tom",D,115s1979
"Rubio, Marco",R,115s198
"Kaine, Tim",D,115s198
"Gardner, Cory",R,115s198
"Menendez, Robert",D,115s198
"Perdue, David",R,115s198
"Nelson, Bill",D,115s198
"Boozman, John",R,115s198
"Blumenthal, Richard",D,115s198
"Lankford, James",R,115s198
"Brown, Sherrod",D,115s198
"Schatz, Brian",D,115s198
"Hatch, Orrin G.",R,115s198
"Peters, Gary C.",D,115s198
"Markey, Edward J.",D,115s198
"Coons, Christopher A.",D,115s198
"Booker, Cory A.",D,115s198
"Risch, James E.",R,115s198
"Portman, Rob",R,115s198
"Gillibrand, Kirsten E.",D,115s198
"Tillis, Thom",R,115s198
"Rounds, Mike",R,115s198
"Warren, Elizabeth",D,115s198
"Baldwin, Tammy",D,115s198
"Cotton, Tom",R,115s198
"Casey, Robert P., Jr.",D,115s198
"Klobuchar, Amy",D,115s198
"King, Angus S., Jr.",I,115s198
"Stabenow, Debbie",D,115s1980
"Collins, Susan M.",R,115s1980
"Coons, Christopher A.",D,115s1980
"Franken, Al",D,115s1980
"Baldwin, Tammy",D,115s1980
"King, Angus S., Jr.",I,115s1980
"Cassidy, Bill",R,115s1981
"Rubio, Marco",R,115s1981
"Kennedy, John",R,115s1981
"Perdue, David",R,115s1982
"Brown, Sherrod",D,115s1983
"Grassley, Chuck",R,115s1983
"Baldwin, Tammy",D,115s1984
"Peters, Gary C.",D,115s1984
"Klobuchar, Amy",D,115s1984
"Murray, Patty",D,115s1985
"Casey, Robert P., Jr.",D,115s1985
"Wyden, Ron",D,115s1985
"Blumenthal, Richard",D,115s1985
"Shaheen, Jeanne",D,115s1985
"Gillibrand, Kirsten E.",D,115s1985
"Leahy, Patrick J.",D,115s1985
"Kaine, Tim",D,115s1985
"Stabenow, Debbie",D,115s1985
"Booker, Cory A.",D,115s1985
"Cantwell, Maria",D,115s1985
"Klobuchar, Amy",D,115s1985
"Nelson, Bill",D,115s1985
"Durbin, Richard J.",D,115s1985
"Reed, Jack",D,115s1985
"Hassan, Margaret Wood",D,115s1985
"Whitehouse, Sheldon",D,115s1985
"Baldwin, Tammy",D,115s1985
"Sanders, Bernard",I,115s1985
"Heinrich, Martin",D,115s1985
"Duckworth, Tammy",D,115s1985
"Franken, Al",D,115s1985
"Markey, Edward J.",D,115s1985
"Bennet, Michael F.",D,115s1985
"Cortez Masto, Catherine",D,115s1985
"Warren, Elizabeth",D,115s1985
"Hirono, Mazie K.",D,115s1985
"Coons, Christopher A.",D,115s1985
"Van Hollen, Chris",D,115s1985
"Menendez, Robert",D,115s1985
"Brown, Sherrod",D,115s1985
"Merkley, Jeff",D,115s1985
"Udall, Tom",D,115s1985
"Harris, Kamala D.",D,115s1985
"Murphy, Christopher",D,115s1985
"Cardin, Benjamin L.",D,115s1985
"Feinstein, Dianne",D,115s1985
"King, Angus S., Jr.",I,115s1985
"Franken, Al",D,115s1986
"Murkowski, Lisa",R,115s1986
"Udall, Tom",D,115s1986
"Grassley, Chuck",R,115s1987
"Ernst, Joni",R,115s1987
"Wicker, Roger F.",R,115s1988
"Cortez Masto, Catherine",D,115s1988
"Moran, Jerry",R,115s1988
"Roberts, Pat",R,115s1988
"Klobuchar, Amy",D,115s1989
"Warner, Mark R.",D,115s1989
"McCain, John",R,115s1989
"Feinstein, Dianne",D,115s1989
"McCaskill, Claire",D,115s1989
"Blumenthal, Richard",D,115s1989
"Reed, Jack",D,115s1989
"Coons, Christopher A.",D,115s1989
"Udall, Tom",D,115s1989
"Murray, Patty",D,115s1989
"Markey, Edward J.",D,115s1989
"Cortez Masto, Catherine",D,115s1989
"Manchin, Joe, III",D,115s1989
"Nelson, Bill",D,115s1989
"Casey, Robert P., Jr.",D,115s1989
"Van Hollen, Chris",D,115s1989
"Shaheen, Jeanne",D,115s1989
"Baldwin, Tammy",D,115s1989
"Booker, Cory A.",D,115s1989
"Durbin, Richard J.",D,115s1989
"Bennet, Michael F.",D,115s1989
"Tester, Jon",D,115s1989
"Hassan, Margaret Wood",D,115s1989
"Cantwell, Maria",D,115s1989
"Smith, Tina",D,115s1989
"Duckworth, Tammy",D,115s1989
"Merkley, Jeff",D,115s1989
"Gillibrand, Kirsten E.",D,115s1989
"Murphy, Christopher",D,115s1989
"King, Angus S., Jr.",I,115s1989
"Carper, Thomas R.",D,115s1989
"Hirono, Mazie K.",D,115s1989
"Harris, Kamala D.",D,115s1989
"Barrasso, John",R,115s199
"Enzi, Michael B.",R,115s199
"Tester, Jon",D,115s1990
"Blumenthal, Richard",D,115s1990
"Hirono, Mazie K.",D,115s1990
"Van Hollen, Chris",D,115s1990
"Coons, Christopher A.",D,115s1990
"Baldwin, Tammy",D,115s1990
"Booker, Cory A.",D,115s1990
"Cantwell, Maria",D,115s1991
"Risch, James E.",R,115s1991
"Wyden, Ron",D,115s1991
"Crapo, Mike",R,115s1991
"Murray, Patty",D,115s1991
"Merkley, Jeff",D,115s1991
"Durbin, Richard J.",D,115s1992
"Blumenthal, Richard",D,115s1992
"Markey, Edward J.",D,115s1992
"Warren, Elizabeth",D,115s1992
"Casey, Robert P., Jr.",D,115s1992
"Gillibrand, Kirsten E.",D,115s1992
"Duckworth, Tammy",D,115s1992
"Feinstein, Dianne",D,115s1993
"Cornyn, John",R,115s1994
"Whitehouse, Sheldon",D,115s1994
"Lee, Mike",R,115s1994
"Rubio, Marco",R,115s1995
"Baldwin, Tammy",D,115s1995
"Kennedy, John",R,115s1995
"Capito, Shelley Moore",R,115s1995
"Booker, Cory A.",D,115s1996
"Durbin, Richard J.",D,115s1996
"Carper, Thomas R.",D,115s1996
"Schatz, Brian",D,115s1996
"Udall, Tom",D,115s1996
"Whitehouse, Sheldon",D,115s1996
"Gillibrand, Kirsten E.",D,115s1996
"Markey, Edward J.",D,115s1996
"Merkley, Jeff",D,115s1996
"Warren, Elizabeth",D,115s1996
"Harris, Kamala D.",D,115s1996
"Sanders, Bernard",I,115s1996
"Van Hollen, Chris",D,115s1996
"Coons, Christopher A.",D,115s1996
"Blumenthal, Richard",D,115s1996
"Duckworth, Tammy",D,115s1996
"Wyden, Ron",D,115s1997
"Paul, Rand",R,115s1997
"Udall, Tom",D,115s1997
"Baldwin, Tammy",D,115s1997
"Heinrich, Martin",D,115s1997
"Hirono, Mazie K.",D,115s1997
"Merkley, Jeff",D,115s1997
"Markey, Edward J.",D,115s1997
"Sanders, Bernard",I,115s1997
"Warren, Elizabeth",D,115s1997
"Tester, Jon",D,115s1997
"Heller, Dean",R,115s1997
"Lee, Mike",R,115s1997
"Daines, Steve",R,115s1997
"Franken, Al",D,115s1997
"Heitkamp, Heidi",D,115s1998
"Ernst, Joni",R,115s1998
"Blumenthal, Richard",D,115s1999
"Grassley, Chuck",R,115s2
"Feinstein, Dianne",D,115s2
"Cornyn, John",R,115s2
"Klobuchar, Amy",D,115s2
"Van Hollen, Chris",D,115s20
"Markey, Edward J.",D,115s200
"Van Hollen, Chris",D,115s200
"Sanders, Bernard",I,115s200
"Merkley, Jeff",D,115s200
"Feinstein, Dianne",D,115s200
"Franken, Al",D,115s200
"Wyden, Ron",D,115s200
"Warren, Elizabeth",D,115s200
"Brown, Sherrod",D,115s200
"Leahy, Patrick J.",D,115s200
"Gillibrand, Kirsten E.",D,115s200
"Schatz, Brian",D,115s200
"Stabenow, Debbie",D,115s200
"Murphy, Christopher",D,115s200
"Duckworth, Tammy",D,115s2000
"Whitehouse, Sheldon",D,115s2000
"Schatz, Brian",D,115s2001
"Booker, Cory A.",D,115s2001
"Harris, Kamala D.",D,115s2001
"Heinrich, Martin",D,115s2001
"Sanders, Bernard",I,115s2001
"Cortez Masto, Catherine",D,115s2001
"Whitehouse, Sheldon",D,115s2001
"Gillibrand, Kirsten E.",D,115s2001
"Klobuchar, Amy",D,115s2001
"Franken, Al",D,115s2001
"Markey, Edward J.",D,115s2001
"Warren, Elizabeth",D,115s2001
"Leahy, Patrick J.",D,115s2001
"Merkley, Jeff",D,115s2001
"Reed, Jack",D,115s2001
"Baldwin, Tammy",D,115s2001
"Hirono, Mazie K.",D,115s2001
"Murphy, Christopher",D,115s2001
"Udall, Tom",D,115s2001
"Casey, Robert P., Jr.",D,115s2001
"Smith, Tina",D,115s2001
"McCaskill, Claire",D,115s2002
"Hatch, Orrin G.",R,115s2003
"Casey, Robert P., Jr.",D,115s2004
"Markey, Edward J.",D,115s2004
"Hassan, Margaret Wood",D,115s2004
"Heinrich, Martin",D,115s2004
"Shaheen, Jeanne",D,115s2004
"Kaine, Tim",D,115s2004
"Feinstein, Dianne",D,115s2004
"Klobuchar, Amy",D,115s2004
"Franken, Al",D,115s2004
"King, Angus S., Jr.",I,115s2004
"Baldwin, Tammy",D,115s2004
"Warren, Elizabeth",D,115s2004
"Brown, Sherrod",D,115s2004
"Menendez, Robert",D,115s2004
"Harris, Kamala D.",D,115s2004
"Udall, Tom",D,115s2004
"Nelson, Bill",D,115s2004
"Blumenthal, Richard",D,115s2004
"Murphy, Christopher",D,115s2004
"Manchin, Joe, III",D,115s2004
"Coons, Christopher A.",D,115s2005
"Moran, Jerry",R,115s2005
"Stabenow, Debbie",D,115s2005
"Gardner, Cory",R,115s2005
"Bennet, Michael F.",D,115s2005
"Murkowski, Lisa",R,115s2005
"King, Angus S., Jr.",I,115s2005
"Collins, Susan M.",R,115s2005
"Heinrich, Martin",D,115s2005
"Ernst, Joni",R,115s2005
"Carper, Thomas R.",D,115s2005
"Crapo, Mike",R,115s2005
"Heitkamp, Heidi",D,115s2005
"Feinstein, Dianne",D,115s2006
"Heller, Dean",R,115s2006
"Blumenthal, Richard",D,115s2006
"Gillibrand, Kirsten E.",D,115s2006
"Klobuchar, Amy",D,115s2006
"Capito, Shelley Moore",R,115s2006
"Murkowski, Lisa",R,115s2006
"Casey, Robert P., Jr.",D,115s2006
"Warren, Elizabeth",D,115s2006
"Duckworth, Tammy",D,115s2006
"Durbin, Richard J.",D,115s2006
"Flake, Jeff",R,115s2007
"Cortez Masto, Catherine",D,115s2007
"Klobuchar, Amy",D,115s2007
"Shaheen, Jeanne",D,115s2008
"Hassan, Margaret Wood",D,115s2008
"Manchin, Joe, III",D,115s2008
"Murphy, Christopher",D,115s2009
"Blumenthal, Richard",D,115s2009
"Markey, Edward J.",D,115s2009
"Gillibrand, Kirsten E.",D,115s2009
"Durbin, Richard J.",D,115s2009
"Heinrich, Martin",D,115s2009
"Van Hollen, Chris",D,115s2009
"Warren, Elizabeth",D,115s2009
"Booker, Cory A.",D,115s2009
"Carper, Thomas R.",D,115s2009
"Murray, Patty",D,115s2009
"Feinstein, Dianne",D,115s2009
"Casey, Robert P., Jr.",D,115s2009
"Schumer, Charles E.",D,115s2009
"Hassan, Margaret Wood",D,115s2009
"Hirono, Mazie K.",D,115s2009
"Harris, Kamala D.",D,115s2009
"Whitehouse, Sheldon",D,115s2009
"Duckworth, Tammy",D,115s2009
"Cortez Masto, Catherine",D,115s2009
"Sanders, Bernard",I,115s2009
"Bennet, Michael F.",D,115s2009
"Cardin, Benjamin L.",D,115s2009
"Reed, Jack",D,115s2009
"Udall, Tom",D,115s2009
"Leahy, Patrick J.",D,115s2009
"Wyden, Ron",D,115s2009
"Kaine, Tim",D,115s2009
"Baldwin, Tammy",D,115s2009
"Menendez, Robert",D,115s2009
"Nelson, Bill",D,115s2009
"Brown, Sherrod",D,115s2009
"Coons, Christopher A.",D,115s2009
"Merkley, Jeff",D,115s2009
"Smith, Tina",D,115s2009
"Stabenow, Debbie",D,115s2009
"Cantwell, Maria",D,115s2009
"Warner, Mark R.",D,115s2009
"Shaheen, Jeanne",D,115s2009
"Peters, Gary C.",D,115s2009
"Schatz, Brian",D,115s2009
"Cornyn, John",R,115s201
"Cruz, Ted",R,115s201
"Burr, Richard",R,115s2010
"Sanders, Bernard",I,115s2011
"Reed, Jack",D,115s2011
"Leahy, Patrick J.",D,115s2011
"Gillibrand, Kirsten E.",D,115s2011
"Harris, Kamala D.",D,115s2011
"Franken, Al",D,115s2011
"Warren, Elizabeth",D,115s2011
"Blumenthal, Richard",D,115s2011
"Hoeven, John",R,115s2012
"Murkowski, Lisa",R,115s2012
"Heitkamp, Heidi",D,115s2012
"Perdue, David",R,115s2013
"Ernst, Joni",R,115s2014
"Heitkamp, Heidi",D,115s2014
"Baldwin, Tammy",D,115s2015
"Markey, Edward J.",D,115s2015
"Blumenthal, Richard",D,115s2015
"Klobuchar, Amy",D,115s2015
"Franken, Al",D,115s2015
"Stabenow, Debbie",D,115s2015
"Peters, Gary C.",D,115s2015
"Murphy, Christopher",D,115s2015
"Warren, Elizabeth",D,115s2015
"Johnson, Ron",R,115s2015
"Brown, Sherrod",D,115s2015
"Markey, Edward J.",D,115s2016
"Warren, Elizabeth",D,115s2016
"Merkley, Jeff",D,115s2016
"Sanders, Bernard",I,115s2016
"Casey, Robert P., Jr.",D,115s2017
"Blumenthal, Richard",D,115s2017
"Markey, Edward J.",D,115s2017
"Franken, Al",D,115s2017
"Gillibrand, Kirsten E.",D,115s2017
"Bennet, Michael F.",D,115s2018
"Brown, Sherrod",D,115s2018
"Harris, Kamala D.",D,115s2018
"Booker, Cory A.",D,115s2018
"Van Hollen, Chris",D,115s2018
"Durbin, Richard J.",D,115s2018
"Gillibrand, Kirsten E.",D,115s2018
"Klobuchar, Amy",D,115s2018
"Cardin, Benjamin L.",D,115s2018
"Whitehouse, Sheldon",D,115s2018
"Warren, Elizabeth",D,115s2018
"Baldwin, Tammy",D,115s2019
"Durbin, Richard J.",D,115s2019
"Markey, Edward J.",D,115s2019
"Blumenthal, Richard",D,115s2019
"Leahy, Patrick J.",D,115s2019
"Franken, Al",D,115s2019
"Crapo, Mike",R,115s202
"Paul, Rand",R,115s202
"Moran, Jerry",R,115s202
"Heller, Dean",R,115s202
"Hatch, Orrin G.",R,115s202
"Inhofe, James M.",R,115s202
"Daines, Steve",R,115s202
"Roberts, Pat",R,115s202
"Ernst, Joni",R,115s202
"Markey, Edward J.",D,115s2020
"Cruz, Ted",R,115s2021
"Rubio, Marco",R,115s2021
"Cruz, Ted",R,115s2022
"Johnson, Ron",R,115s2022
"Lee, Mike",R,115s2022
"Rubio, Marco",R,115s2023
"Cruz, Ted",R,115s2023
"Heitkamp, Heidi",D,115s2024
"Kaine, Tim",D,115s2024
"Young, Todd C.",R,115s2025
"Nelson, Bill",D,115s2026
"Gillibrand, Kirsten E.",D,115s2026
"Blumenthal, Richard",D,115s2026
"Menendez, Robert",D,115s2026
"Booker, Cory A.",D,115s2026
"Portman, Rob",R,115s2027
"Reed, Jack",D,115s2028
"Durbin, Richard J.",D,115s2028
"Warren, Elizabeth",D,115s2028
"Murphy, Christopher",D,115s2028
"Reed, Jack",D,115s2029
"Coons, Christopher A.",D,115s2029
"Blumenthal, Richard",D,115s2029
"Brown, Sherrod",D,115s2029
"Gillibrand, Kirsten E.",D,115s2029
"Duckworth, Tammy",D,115s2029
"Burr, Richard",R,115s203
"Rounds, Mike",R,115s203
"Rubio, Marco",R,115s203
"Tillis, Thom",R,115s203
"Crapo, Mike",R,115s203
"Heller, Dean",R,115s203
"Graham, Lindsey",R,115s203
"Boozman, John",R,115s203
"Moran, Jerry",R,115s203
"Ernst, Joni",R,115s203
"Manchin, Joe, III",D,115s203
"Inhofe, James M.",R,115s203
"Fischer, Deb",R,115s203
"Tester, Jon",D,115s203
"Donnelly, Joe",D,115s203
"Peters, Gary C.",D,115s203
"Blunt, Roy",R,115s203
"Young, Todd C.",R,115s203
"Thune, John",R,115s203
"Scott, Tim",R,115s203
"Flake, Jeff",R,115s203
"Perdue, David",R,115s203
"Cotton, Tom",R,115s203
"Capito, Shelley Moore",R,115s203
"Isakson, Johnny",R,115s203
"Nelson, Bill",D,115s203
"McCaskill, Claire",D,115s203
"Gardner, Cory",R,115s203
"Strange, Luther",R,115s203
"Baldwin, Tammy",D,115s203
"Cruz, Ted",R,115s203
"Casey, Robert P., Jr.",D,115s203
"Johnson, Ron",R,115s203
"Klobuchar, Amy",D,115s203
"Kennedy, John",R,115s203
"McCain, John",R,115s203
"Sullivan, Dan",R,115s203
"Murkowski, Lisa",R,115s203
"Barrasso, John",R,115s203
"Risch, James E.",R,115s203
"Tillis, Thom",R,115s2030
"Heinrich, Martin",D,115s2030
"Manchin, Joe, III",D,115s2030
"Gardner, Cory",R,115s2030
"Cassidy, Bill",R,115s2031
"Cantwell, Maria",D,115s2032
"Roberts, Pat",R,115s2032
"Feinstein, Dianne",D,115s2032
"Merkley, Jeff",D,115s2032
"Murray, Patty",D,115s2032
"Ernst, Joni",R,115s2033
"Risch, James E.",R,115s2034
"Coons, Christopher A.",D,115s2034
"Duckworth, Tammy",D,115s2034
"Heinrich, Martin",D,115s2035
"Collins, Susan M.",R,115s2035
"Donnelly, Joe",D,115s2036
"Ernst, Joni",R,115s2036
"Portman, Rob",R,115s2036
"Durbin, Richard J.",D,115s2037
"Reed, Jack",D,115s2037
"Blumenthal, Richard",D,115s2037
"Murphy, Christopher",D,115s2037
"Warren, Elizabeth",D,115s2037
"Carper, Thomas R.",D,115s2037
"Sanders, Bernard",I,115s2037
"Brown, Sherrod",D,115s2037
"Hassan, Margaret Wood",D,115s2037
"Schatz, Brian",D,115s2037
"Smith, Tina",D,115s2037
"Moran, Jerry",R,115s2038
"Tester, Jon",D,115s2038
"Blumenthal, Richard",D,115s2038
"Brown, Sherrod",D,115s2038
"Wyden, Ron",D,115s2038
"Collins, Susan M.",R,115s2038
"Booker, Cory A.",D,115s2038
"Blunt, Roy",R,115s2038
"Warren, Elizabeth",D,115s2038
"Manchin, Joe, III",D,115s2038
"Menendez, Robert",D,115s2038
"Merkley, Jeff",D,115s2038
"Baldwin, Tammy",D,115s2038
"King, Angus S., Jr.",I,115s2038
"Grassley, Chuck",R,115s2039
"Johnson, Ron",R,115s204
"Barrasso, John",R,115s204
"Blunt, Roy",R,115s204
"Boozman, John",R,115s204
"Capito, Shelley Moore",R,115s204
"Cochran, Thad",R,115s204
"Corker, Bob",R,115s204
"Cotton, Tom",R,115s204
"Crapo, Mike",R,115s204
"Cruz, Ted",R,115s204
"Daines, Steve",R,115s204
"Donnelly, Joe",D,115s204
"Enzi, Michael B.",R,115s204
"Fischer, Deb",R,115s204
"Flake, Jeff",R,115s204
"Gardner, Cory",R,115s204
"Graham, Lindsey",R,115s204
"Grassley, Chuck",R,115s204
"Hatch, Orrin G.",R,115s204
"Heller, Dean",R,115s204
"Hoeven, John",R,115s204
"Inhofe, James M.",R,115s204
"Isakson, Johnny",R,115s204
"Kennedy, John",R,115s204
"King, Angus S., Jr.",I,115s204
"Lankford, James",R,115s204
"Lee, Mike",R,115s204
"Manchin, Joe, III",D,115s204
"McCain, John",R,115s204
"McConnell, Mitch",R,115s204
"Moran, Jerry",R,115s204
"Murkowski, Lisa",R,115s204
"Paul, Rand",R,115s204
"Perdue, David",R,115s204
"Risch, James E.",R,115s204
"Rounds, Mike",R,115s204
"Rubio, Marco",R,115s204
"Sasse, Ben",R,115s204
"Shelby, Richard C.",R,115s204
"Sullivan, Dan",R,115s204
"Tillis, Thom",R,115s204
"Toomey, Pat",R,115s204
"Wicker, Roger F.",R,115s204
"Young, Todd C.",R,115s204
"Burr, Richard",R,115s204
"Strange, Luther",R,115s204
"Portman, Rob",R,115s204
"Roberts, Pat",R,115s2040
"Moran, Jerry",R,115s2040
"Bennet, Michael F.",D,115s2041
"Wyden, Ron",D,115s2041
"Heinrich, Martin",D,115s2041
"Franken, Al",D,115s2041
"King, Angus S., Jr.",I,115s2041
"Klobuchar, Amy",D,115s2042
"Grassley, Chuck",R,115s2042
"Durbin, Richard J.",D,115s2042
"Shaheen, Jeanne",D,115s2042
"Menendez, Robert",D,115s2042
"Murray, Patty",D,115s2043
"Blumenthal, Richard",D,115s2043
"Baldwin, Tammy",D,115s2043
"Klobuchar, Amy",D,115s2043
"Franken, Al",D,115s2043
"Feinstein, Dianne",D,115s2043
"Hirono, Mazie K.",D,115s2043
"Leahy, Patrick J.",D,115s2043
"Cardin, Benjamin L.",D,115s2043
"Blumenthal, Richard",D,115s2044
"Murphy, Christopher",D,115s2044
"Reed, Jack",D,115s2044
"Hirono, Mazie K.",D,115s2044
"Markey, Edward J.",D,115s2044
"Durbin, Richard J.",D,115s2044
"Gillibrand, Kirsten E.",D,115s2044
"Baldwin, Tammy",D,115s2044
"Murray, Patty",D,115s2044
"Warren, Elizabeth",D,115s2044
"Duckworth, Tammy",D,115s2044
"Brown, Sherrod",D,115s2044
"Shaheen, Jeanne",D,115s2044
"Harris, Kamala D.",D,115s2044
"Booker, Cory A.",D,115s2044
"Feinstein, Dianne",D,115s2044
"Klobuchar, Amy",D,115s2044
"Kaine, Tim",D,115s2044
"Coons, Christopher A.",D,115s2044
"Hassan, Margaret Wood",D,115s2044
"Blumenthal, Richard",D,115s2045
"Murphy, Christopher",D,115s2045
"Markey, Edward J.",D,115s2045
"Durbin, Richard J.",D,115s2045
"Gillibrand, Kirsten E.",D,115s2045
"Warren, Elizabeth",D,115s2045
"Van Hollen, Chris",D,115s2045
"Duckworth, Tammy",D,115s2045
"Harris, Kamala D.",D,115s2045
"Booker, Cory A.",D,115s2045
"Feinstein, Dianne",D,115s2045
"Kaine, Tim",D,115s2045
"Coons, Christopher A.",D,115s2045
"Sanders, Bernard",I,115s2045
"Hassan, Margaret Wood",D,115s2045
"Murray, Patty",D,115s2046
"Schatz, Brian",D,115s2046
"Sasse, Ben",R,115s2046
"Hassan, Margaret Wood",D,115s2046
"Carper, Thomas R.",D,115s2046
"Young, Todd C.",R,115s2046
"Portman, Rob",R,115s2046
"Murphy, Christopher",D,115s2047
"Duckworth, Tammy",D,115s2047
"Schatz, Brian",D,115s2047
"Booker, Cory A.",D,115s2047
"Sanders, Bernard",I,115s2047
"Merkley, Jeff",D,115s2047
"Warren, Elizabeth",D,115s2047
"Udall, Tom",D,115s2047
"Gillibrand, Kirsten E.",D,115s2047
"Wyden, Ron",D,115s2047
"Feinstein, Dianne",D,115s2047
"Hirono, Mazie K.",D,115s2047
"Stabenow, Debbie",D,115s2047
"Harris, Kamala D.",D,115s2047
"Warner, Mark R.",D,115s2048
"Casey, Robert P., Jr.",D,115s2048
"Stabenow, Debbie",D,115s2048
"Moran, Jerry",R,115s2049
"Thune, John",R,115s205
"Alexander, Lamar",R,115s205
"Barrasso, John",R,115s205
"Blunt, Roy",R,115s205
"Boozman, John",R,115s205
